epoch,step,train_loss
0,49,7.0075483322143555
1,99,7.632296562194824
1,149,7.43385124206543
2,199,7.706982135772705
2,249,7.997579574584961
3,299,7.064811706542969
3,349,7.004729270935059
4,399,8.921881675720215
4,449,8.303720474243164
5,499,8.01009464263916
5,549,7.570493221282959
6,599,7.533146858215332
6,649,7.920719146728516
7,699,8.175524711608887
7,749,7.358433723449707
8,799,7.468584060668945
8,849,7.823081016540527
9,899,8.953621864318848
9,949,7.0259294509887695
10,999,7.865681171417236
10,1049,8.540369033813477
11,1099,9.014165878295898
11,1149,6.446686267852783
12,1199,7.94128942489624
12,1249,8.109549522399902
13,1299,7.650145530700684
13,1349,7.956798553466797
14,1399,7.2592267990112305
14,1449,7.521550178527832
15,1499,8.293315887451172
15,1549,7.691475868225098
16,1599,7.892395496368408
16,1649,7.533482074737549
17,1699,8.1875581741333
17,1749,8.114401817321777
18,1799,7.2491960525512695
18,1849,8.378076553344727
19,1899,7.536031723022461
19,1949,7.037960052490234
20,1999,8.273075103759766
20,2049,8.276017189025879
21,2099,6.9307732582092285
21,2149,8.196905136108398
22,2199,8.598881721496582
22,2249,7.690999984741211
23,2299,7.964750289916992
23,2349,7.837635517120361
24,2399,7.196358680725098
24,2449,8.207514762878418
25,2499,7.7513298988342285
26,2549,8.025896072387695
26,2599,6.8948774337768555
27,2649,8.153861999511719
27,2699,7.282782077789307
28,2749,7.250589847564697
28,2799,7.806347846984863
29,2849,7.958583831787109
29,2899,7.543727874755859
30,2949,7.542449951171875
30,2999,7.567483901977539
31,3049,8.45749568939209
31,3099,7.6286211013793945
32,3149,8.141318321228027
32,3199,7.665999412536621
33,3249,8.186624526977539
33,3299,7.742705345153809
34,3349,7.832238674163818
34,3399,7.742109298706055
35,3449,7.2771148681640625
35,3499,7.723994731903076
36,3549,7.2473530769348145
36,3599,7.488762855529785
37,3649,7.85826301574707
37,3699,7.619814395904541
38,3749,7.3005876541137695
38,3799,7.210158348083496
39,3849,7.006175994873047
39,3899,8.631577491760254
40,3949,7.454892158508301
40,3999,7.186110496520996
41,4049,8.61019515991211
41,4099,7.957389831542969
42,4149,9.090429306030273
42,4199,7.5254106521606445
43,4249,8.217029571533203
43,4299,6.886127471923828
44,4349,8.229482650756836
44,4399,7.445337295532227
45,4449,7.451936721801758
45,4499,7.5750813484191895
46,4549,8.000923156738281
46,4599,7.611691951751709
47,4649,7.102602958679199
47,4699,8.134483337402344
48,4749,8.271012306213379
48,4799,8.045368194580078
49,4849,7.135767936706543
49,4899,6.657833576202393
