epoch,step,train_loss
0,49,6.820892333984375
1,99,4.976498603820801
1,149,4.387596607208252
2,199,4.383397579193115
2,249,4.189918518066406
3,299,4.077047348022461
3,349,3.8798093795776367
4,399,4.002932548522949
4,449,3.848644971847534
5,499,4.014467716217041
5,549,3.929891586303711
6,599,3.7411882877349854
6,649,3.749095916748047
7,699,6.143575668334961
7,749,4.144731521606445
8,799,3.8871607780456543
8,849,3.771770715713501
9,899,3.7687971591949463
9,949,3.738785982131958
10,999,3.7771568298339844
10,1049,3.7533538341522217
11,1099,3.7178468704223633
11,1149,3.6958866119384766
12,1199,3.6214280128479004
12,1249,3.5960469245910645
13,1299,3.775564670562744
13,1349,3.713217258453369
14,1399,3.889998435974121
14,1449,3.8306872844696045
15,1499,3.5152227878570557
15,1549,3.627354621887207
16,1599,3.6034159660339355
16,1649,3.5688891410827637
17,1699,3.56520676612854
17,1749,3.5156755447387695
18,1799,3.5449490547180176
18,1849,3.5481176376342773
19,1899,3.560039520263672
19,1949,3.4793002605438232
20,1999,3.5105412006378174
20,2049,3.5331201553344727
21,2099,3.632073163986206
21,2149,3.5544686317443848
22,2199,3.5878043174743652
22,2249,3.4818809032440186
23,2299,3.568751096725464
23,2349,3.5304994583129883
24,2399,3.5229263305664062
24,2449,3.461198329925537
25,2499,3.5574474334716797
26,2549,3.4664194583892822
26,2599,3.522744655609131
27,2649,3.6059229373931885
27,2699,3.465780019760132
28,2749,3.5217552185058594
28,2799,3.492642879486084
29,2849,3.5073766708374023
29,2899,3.5644290447235107
30,2949,3.496304512023926
30,2999,3.486097574234009
31,3049,3.491633415222168
31,3099,3.517810821533203
32,3149,3.471621036529541
32,3199,3.70847749710083
33,3249,3.4963512420654297
33,3299,3.4698433876037598
34,3349,3.4331040382385254
34,3399,3.487513542175293
35,3449,3.578296661376953
35,3499,3.519092559814453
36,3549,3.563687801361084
36,3599,3.539060592651367
37,3649,3.513822555541992
37,3699,3.525517463684082
38,3749,3.454512596130371
38,3799,3.6086504459381104
39,3849,3.5053327083587646
39,3899,3.529132604598999
40,3949,3.5342483520507812
40,3999,3.4468088150024414
41,4049,3.4312801361083984
41,4099,3.4908194541931152
42,4149,3.5328078269958496
42,4199,3.408515453338623
43,4249,3.6158089637756348
43,4299,3.520387649536133
44,4349,3.5125856399536133
44,4399,3.541285514831543
45,4449,3.5455832481384277
45,4499,3.560391902923584
46,4549,3.5095553398132324
46,4599,3.5539121627807617
47,4649,3.499969482421875
47,4699,3.583002805709839
48,4749,3.5616016387939453
48,4799,3.6420741081237793
49,4849,3.670083999633789
49,4899,3.542497158050537
