epoch,step,train_loss
0,49,0.5339475870132446
1,99,0.5081977248191833
1,149,0.5052855014801025
2,199,0.4949303865432739
2,249,0.47992298007011414
3,299,0.4995940923690796
3,349,0.5082279443740845
4,399,0.5348091125488281
4,449,0.4824596345424652
5,499,0.5022912621498108
5,549,0.47939014434814453
6,599,0.47679847478866577
6,649,0.4609946608543396
7,699,0.4121277630329132
7,749,0.47658759355545044
8,799,0.45254355669021606
8,849,0.43244123458862305
9,899,0.44970694184303284
9,949,0.4801938533782959
10,999,0.47166919708251953
10,1049,0.4237600564956665
11,1099,0.43348291516304016
11,1149,0.43708792328834534
12,1199,0.4300549626350403
12,1249,0.4512367844581604
13,1299,0.43615293502807617
13,1349,0.45467522740364075
14,1399,0.42654475569725037
14,1449,0.42152610421180725
15,1499,0.4168556332588196
15,1549,0.437702476978302
16,1599,0.42466968297958374
16,1649,0.40761271119117737
17,1699,0.4589647650718689
17,1749,0.44509515166282654
18,1799,0.42065274715423584
18,1849,0.42509809136390686
19,1899,0.37668925523757935
19,1949,0.3972328305244446
20,1999,0.41929489374160767
20,2049,0.4131872057914734
21,2099,0.4205382764339447
21,2149,0.4173738956451416
22,2199,0.39034655690193176
22,2249,0.4075385332107544
23,2299,0.39117470383644104
23,2349,0.3869606554508209
24,2399,0.39750516414642334
24,2449,0.4135547876358032
25,2499,0.3999525308609009
26,2549,0.4097729027271271
26,2599,0.3969692885875702
27,2649,0.3908049762248993
27,2699,0.38322216272354126
28,2749,0.3923385739326477
28,2799,0.3841487765312195
29,2849,0.41355180740356445
29,2899,0.38474172353744507
30,2949,0.386111319065094
30,2999,0.3834725618362427
31,3049,0.3812546133995056
31,3099,0.36936137080192566
32,3149,0.37764227390289307
32,3199,0.39075395464897156
33,3249,0.3732248544692993
33,3299,0.393229603767395
34,3349,0.38394588232040405
34,3399,0.39328259229660034
35,3449,0.3895665109157562
35,3499,0.39562371373176575
36,3549,0.37795960903167725
36,3599,0.4036540985107422
37,3649,0.36105024814605713
37,3699,0.385101854801178
38,3749,0.3877563774585724
38,3799,0.4138219952583313
39,3849,0.3970798850059509
39,3899,0.38409560918807983
40,3949,0.38641947507858276
40,3999,0.3827304542064667
41,4049,0.37949874997138977
41,4099,0.38510775566101074
42,4149,0.36829066276550293
42,4199,0.37873801589012146
43,4249,0.36640623211860657
43,4299,0.3904010057449341
44,4349,0.3970109224319458
44,4399,0.381899356842041
45,4449,0.38091570138931274
45,4499,0.41271162033081055
46,4549,0.35945263504981995
46,4599,0.39686039090156555
47,4649,0.3838003873825073
47,4699,0.37298911809921265
48,4749,0.38369321823120117
48,4799,0.3680478036403656
49,4849,0.3803243637084961
49,4899,0.36442193388938904
