epoch,step,train_loss
0,49,0.49201086163520813
1,99,0.4549104571342468
1,149,0.4545239210128784
2,199,0.4427039623260498
2,249,0.4481782615184784
3,299,0.434561550617218
3,349,0.4347742199897766
4,399,0.39675188064575195
4,449,0.42704087495803833
5,499,0.40222322940826416
5,549,0.4175716042518616
6,599,0.41080141067504883
6,649,0.40285438299179077
7,699,0.4301125705242157
7,749,0.4021856486797333
8,799,0.3963637351989746
8,849,0.41089916229248047
9,899,0.39637845754623413
9,949,0.40771153569221497
10,999,0.4096667468547821
10,1049,0.3922697901725769
11,1099,0.3734532594680786
11,1149,0.365277498960495
12,1199,0.3737685978412628
12,1249,0.35216403007507324
13,1299,0.3369104862213135
13,1349,0.3563185930252075
14,1399,0.3778443932533264
14,1449,0.37948527932167053
15,1499,0.35135000944137573
15,1549,0.34113776683807373
16,1599,0.3369033634662628
16,1649,0.3357296884059906
17,1699,0.33440446853637695
17,1749,0.3407363295555115
18,1799,0.3377476930618286
18,1849,0.33734411001205444
19,1899,0.34389728307724
19,1949,0.3470958173274994
20,1999,0.3453967869281769
20,2049,0.3222406804561615
21,2099,0.3076287508010864
21,2149,0.33669722080230713
22,2199,0.30680137872695923
22,2249,0.333668053150177
23,2299,0.31740182638168335
23,2349,0.2990868091583252
24,2399,0.3118008077144623
24,2449,0.29520365595817566
25,2499,0.31518638134002686
26,2549,0.3298066556453705
26,2599,0.3339623212814331
27,2649,0.3274597227573395
27,2699,0.3442164659500122
28,2749,0.3120083212852478
28,2799,0.3241845667362213
29,2849,0.2972939610481262
29,2899,0.29905834794044495
30,2949,0.3324776589870453
30,2999,0.32613620162010193
31,3049,0.33504363894462585
31,3099,0.31093060970306396
32,3149,0.34353533387184143
32,3199,0.3074110150337219
33,3249,0.2992134690284729
33,3299,0.31325292587280273
34,3349,0.3254759907722473
34,3399,0.3299024701118469
35,3449,0.3351469933986664
35,3499,0.3266117572784424
36,3549,0.3290198743343353
36,3599,0.3195205628871918
37,3649,0.29488617181777954
37,3699,0.31452155113220215
38,3749,0.3109598159790039
38,3799,0.3131335377693176
39,3849,0.31737613677978516
39,3899,0.2973526120185852
40,3949,0.3092314600944519
40,3999,0.3259575366973877
41,4049,0.3269762694835663
41,4099,0.3153243064880371
42,4149,0.3212219476699829
42,4199,0.3239501714706421
43,4249,0.32121098041534424
43,4299,0.32238897681236267
44,4349,0.29942330718040466
44,4399,0.3196924924850464
45,4449,0.33658599853515625
45,4499,0.31973564624786377
46,4549,0.3209856152534485
46,4599,0.3063291311264038
47,4649,0.304068386554718
47,4699,0.3114337623119354
48,4749,0.2994346022605896
48,4799,0.3135441541671753
49,4849,0.3276740312576294
49,4899,0.2706735134124756
