epoch,step,train_loss
0,49,0.506531298160553
1,99,0.48973512649536133
1,149,0.5252491235733032
2,199,0.4907017946243286
2,249,0.5082482099533081
3,299,0.4761323928833008
3,349,0.5084535479545593
4,399,0.5190994739532471
4,449,0.5200566649436951
5,499,0.4759429693222046
5,549,0.4902246296405792
6,599,0.4792408347129822
6,649,0.496696412563324
7,699,0.4662381410598755
7,749,0.4930441677570343
8,799,0.5018646717071533
8,849,0.498244047164917
9,899,0.5003970861434937
9,949,0.5076795220375061
10,999,0.4951866865158081
10,1049,0.4972136318683624
11,1099,0.5059577226638794
11,1149,0.5034751296043396
12,1199,0.5125069618225098
12,1249,0.5027059316635132
13,1299,0.4979446828365326
13,1349,0.47681641578674316
14,1399,0.4955494999885559
14,1449,0.5173004269599915
15,1499,0.48167118430137634
15,1549,0.5115495920181274
16,1599,0.4884834289550781
16,1649,0.5080567598342896
17,1699,0.501609742641449
17,1749,0.5066026449203491
18,1799,0.49906283617019653
18,1849,0.4862292408943176
19,1899,0.5121589303016663
19,1949,0.500167965888977
20,1999,0.49040886759757996
20,2049,0.47558534145355225
21,2099,0.5030640363693237
21,2149,0.502872884273529
22,2199,0.5132302641868591
22,2249,0.5051287412643433
23,2299,0.4837658703327179
23,2349,0.5154643058776855
24,2399,0.4990583062171936
24,2449,0.5048829913139343
25,2499,0.5201538801193237
26,2549,0.4798848628997803
26,2599,0.503287672996521
27,2649,0.5143780708312988
27,2699,0.4744705557823181
28,2749,0.5133157968521118
28,2799,0.4999880790710449
29,2849,0.4971402883529663
29,2899,0.48479974269866943
30,2949,0.5163683891296387
30,2999,0.5065914988517761
31,3049,0.4937400221824646
31,3099,0.510783851146698
32,3149,0.4862995445728302
32,3199,0.4921649992465973
33,3249,0.5006657838821411
33,3299,0.48383796215057373
34,3349,0.4962206482887268
34,3399,0.5156717300415039
35,3449,0.4876244068145752
35,3499,0.5016405582427979
36,3549,0.5147998332977295
36,3599,0.5235124826431274
37,3649,0.47226661443710327
37,3699,0.48254284262657166
38,3749,0.4802927076816559
38,3799,0.48640257120132446
39,3849,0.5163424015045166
39,3899,0.507692813873291
40,3949,0.5172356963157654
40,3999,0.4834805727005005
41,4049,0.4816133975982666
41,4099,0.47346848249435425
42,4149,0.5040991306304932
42,4199,0.48377981781959534
43,4249,0.4988413453102112
43,4299,0.4914487600326538
44,4349,0.47746431827545166
44,4399,0.4884892702102661
45,4449,0.5168734788894653
45,4499,0.48473918437957764
46,4549,0.49241259694099426
46,4599,0.49309349060058594
47,4649,0.511701762676239
47,4699,0.4859983026981354
48,4749,0.48810115456581116
48,4799,0.4869729280471802
49,4849,0.5008938312530518
49,4899,0.47778794169425964
