epoch,step,train_loss
0,49,0.48350441455841064
1,99,0.4801538586616516
1,149,0.45879966020584106
2,199,0.45776331424713135
2,249,0.4815559983253479
3,299,0.4614522457122803
3,349,0.4621754586696625
4,399,0.44786345958709717
4,449,0.4703761339187622
5,499,0.4863429069519043
5,549,0.4567708671092987
6,599,0.482464075088501
6,649,0.47814518213272095
7,699,0.4681931138038635
7,749,0.44190049171447754
8,799,0.44904863834381104
8,849,0.5010788440704346
9,899,0.4575294256210327
9,949,0.46776437759399414
10,999,0.4746730923652649
10,1049,0.48400551080703735
11,1099,0.4806968867778778
11,1149,0.4854070842266083
12,1199,0.47316473722457886
12,1249,0.43127816915512085
13,1299,0.4747629165649414
13,1349,0.449861615896225
14,1399,0.4614405035972595
14,1449,0.4575408399105072
15,1499,0.46399635076522827
15,1549,0.4797092080116272
16,1599,0.4594636559486389
16,1649,0.4533776640892029
17,1699,0.46179336309432983
17,1749,0.5028392672538757
18,1799,0.45150691270828247
18,1849,0.4696953594684601
19,1899,0.45788493752479553
19,1949,0.45422041416168213
20,1999,0.45785483717918396
20,2049,0.4581350088119507
21,2099,0.48053646087646484
21,2149,0.4624001979827881
22,2199,0.4528357982635498
22,2249,0.45490509271621704
23,2299,0.47575822472572327
23,2349,0.4605425298213959
24,2399,0.4705203175544739
24,2449,0.49950364232063293
25,2499,0.46780630946159363
26,2549,0.47074341773986816
26,2599,0.45401230454444885
27,2649,0.48963937163352966
27,2699,0.4427723288536072
28,2749,0.47055208683013916
28,2799,0.4789958596229553
29,2849,0.46946120262145996
29,2899,0.46793273091316223
30,2949,0.4603060483932495
30,2999,0.4415905475616455
31,3049,0.4367215037345886
31,3099,0.4659248888492584
32,3149,0.4689127802848816
32,3199,0.46041154861450195
33,3249,0.4651431143283844
33,3299,0.4534059166908264
34,3349,0.4495588541030884
34,3399,0.4665825366973877
35,3449,0.47122007608413696
35,3499,0.4342191815376282
36,3549,0.4370764195919037
36,3599,0.46126002073287964
37,3649,0.482816219329834
37,3699,0.4677911400794983
38,3749,0.44829651713371277
38,3799,0.4681224524974823
39,3849,0.44872069358825684
39,3899,0.4827915132045746
40,3949,0.46458107233047485
40,3999,0.4556531310081482
41,4049,0.4364635646343231
41,4099,0.45049071311950684
42,4149,0.45077720284461975
42,4199,0.460080087184906
43,4249,0.4682186245918274
43,4299,0.4639764428138733
44,4349,0.46279776096343994
44,4399,0.43824100494384766
45,4449,0.4315166771411896
45,4499,0.4829699397087097
46,4549,0.4598384499549866
46,4599,0.4494236707687378
47,4649,0.48066791892051697
47,4699,0.47123682498931885
48,4749,0.44769325852394104
48,4799,0.4556977450847626
49,4849,0.4394248127937317
49,4899,0.4682478904724121
